"amp_on","amp","feedback_level","Variable","subject_id","Mean","Error"
1,1,0.6,"H",15,0.172552042284403,0.00308194487018739
1,1,0.6,"P",15,0.0914576209926963,0.00129950831599966
0,1,0.6,"Accuracy",16,0.823,0.00853650607496908
0,1,0.6,"H",16,0.156649248002654,0.0027998421893541
0,1,0.6,"P",16,0.107467067519217,0.00109594951898657
1,1,0.6,"Accuracy",16,0.8065,0.00883560461736927
1,1,0.6,"H",16,0.141347373208663,0.00291266961366533
1,1,0.6,"P",16,0.107067973704752,0.0014860696304964
0,1,0.6,"Accuracy",17,0.8585,0.00779546404198075
0,1,0.6,"H",17,0.107988930151816,0.00214345618001083
0,1,0.6,"P",17,0.103330185616787,0.00112446147316354
1,1,0.6,"Accuracy",17,0.8555,0.00786389187347454
1,1,0.6,"H",17,0.113899534646752,0.00220415776030021
1,1,0.6,"P",17,0.0898773093357573,0.00117515138095063
0,1,0.6,"Accuracy",18,0.826,0.00847926582756357
0,1,0.6,"H",18,0.16161569015068,0.00295553414781721
0,1,0.6,"P",18,0.0978071240099631,0.00145391759622868
1,1,0.6,"Accuracy",18,0.7995,0.00895488525805845
1,1,0.6,"H",18,0.16873646892445,0.00302308820067887
1,1,0.6,"P",18,0.0985981643693168,0.00161173842645428
0,1,0.6,"Accuracy",19,0.8035,0.00888725867089181
0,1,0.6,"H",19,0.15014909060947,0.00265927084785979
0,1,0.6,"P",19,0.112228708577527,0.00144018825132425
1,1,0.6,"Accuracy",19,0.7815,0.00924237987711479
1,1,0.6,"H",19,0.153651025560319,0.00297177570133431
1,1,0.6,"P",19,0.111634963244704,0.00144673770015065
0,1,0.6,"Accuracy",20,0.8345,0.00831200455424893
0,1,0.6,"H",20,0.186541234207116,0.00275239756783748
0,1,0.6,"P",20,0.104888555339441,0.00112402590864176
1,1,0.6,"Accuracy",20,0.823,0.00853650607496908
1,1,0.6,"H",20,0.197052811322671,0.00257665366503693
1,1,0.6,"P",20,0.10000424575744,0.00124979141380218
0,1,0.6,"Accuracy",21,0.8155,0.0086756849155774
0,1,0.6,"H",21,0.156887516303403,0.00275928129386237
0,1,0.6,"P",21,0.0981790008344332,0.00130920892168695
1,1,0.6,"Accuracy",21,0.8255,0.00848886950381064
1,1,0.6,"H",21,0.157289941374465,0.00350114426828442
1,1,0.6,"P",21,0.0786530754712165,0.00134388562688367
0,1,0.6,"Accuracy",22,0.8335,0.00833208178028737
0,1,0.6,"H",22,0.133925023456731,0.00211709990325424
0,1,0.6,"P",22,0.102782099318814,0.00126513873688689
1,1,0.6,"Accuracy",22,0.824,0.00851752746617635
1,1,0.6,"H",22,0.150744647520777,0.00259564682483573
1,1,0.6,"P",22,0.0922349628265781,0.00127410623091084
0,1,0.6,"Accuracy",23,0.86,0.00776080634067935
0,1,0.6,"H",23,0.133973969625037,0.00310246475293661
0,1,0.6,"P",23,0.0873507677439298,8.50475659372765e-04
1,1,0.6,"Accuracy",23,0.8305,0.00839166759604557
1,1,0.6,"H",23,0.139550035037596,0.00305311970329346
1,1,0.6,"P",23,0.0906616785550724,9.96734276103689e-04
0,1,0.6,"Accuracy",24,0.8255,0.00848886950381064
0,1,0.6,"H",24,0.195783731851962,0.00334538218303933
0,1,0.6,"P",24,0.12313467809577,0.00147005972496153
1,1,0.6,"Accuracy",24,0.8345,0.00831200455424893
1,1,0.6,"H",24,0.2117740970272,0.00336543705359941
1,1,0.6,"P",24,0.103300288722623,0.0012903429981464
0,1,0.6,"Accuracy",25,0.8575,0.0078184038472926
0,1,0.6,"H",25,0.114019846077923,0.00255162404846731
0,1,0.6,"P",25,0.0922148024648655,0.00108789964810675
1,1,0.6,"Accuracy",25,0.838,0.00824087106912789
1,1,0.6,"H",25,0.127177354786375,0.00284964161427719
1,1,0.6,"P",25,0.0945629194789546,0.00115951298509532
0,1,0.6,"Accuracy",26,0.8685,0.00755860048028802
0,1,0.6,"H",26,0.170668050542013,0.0020491053528923
0,1,0.6,"P",26,0.0906627633754938,0.0011371213690961
1,1,0.6,"Accuracy",26,0.8565,0.00784121274476431
1,1,0.6,"H",26,0.170319485250804,0.00231669280509183
1,1,0.6,"P",26,0.0826133897041058,0.00100932138128209
0,1,0.6,"Accuracy",27,0.8235,0.00852702938396822
0,1,0.6,"H",27,0.156859022419712,0.00259222821885822
0,1,0.6,"P",27,0.102713056645754,0.00122335193259303
1,1,0.6,"Accuracy",27,0.818,0.00862990368537271
1,1,0.6,"H",27,0.158299116428896,0.00284279060306424
1,1,0.6,"P",27,0.0854817648560099,0.00113968197450424
0,1,0.6,"Accuracy",28,0.8595,0.00777239216972613
0,1,0.6,"H",28,0.109620786466347,0.00248189139229718
0,1,0.6,"P",28,0.103748975319005,0.00121548983621146
1,1,0.6,"Accuracy",28,0.842,0.00815789652041621
1,1,0.6,"H",28,0.108637782667712,0.00217827306016939
1,1,0.6,"P",28,0.102798810328795,0.00130636061012465
0,1,0.6,"Accuracy",29,0.826,0.00847926582756357
0,1,0.6,"H",29,0.16896876073496,0.00321722238235709
0,1,0.6,"P",29,0.103316374473973,0.00128647138085777
1,1,0.6,"Accuracy",29,0.84,0.00819961077176254
1,1,0.6,"H",29,0.169246145192214,0.00346341512595643
1,1,0.6,"P",29,0.0876432520417152,0.00115579478154934
0,1,0.6,"Accuracy",30,0.7845,0.00919631236314536
0,1,0.6,"H",30,0.109748998108363,0.00229304372005432
0,1,0.6,"P",30,0.113022040147794,0.00123070768141627
1,1,0.6,"Accuracy",30,0.801,0.00892969034652616
1,1,0.6,"H",30,0.123065119642371,0.00236972750793294
1,1,0.6,"P",30,0.0936358983834781,0.00125522022944893
0,1,0.6,"Accuracy",31,0.8285,0.00843086085209296
0,1,0.6,"H",31,0.225292473684974,0.00341701269338097
0,1,0.6,"P",31,0.109760855265549,0.0013926947811032
1,1,0.6,"Accuracy",31,0.8145,0.00869382921002975
1,1,0.6,"H",31,0.221603919161227,0.0031961111205879
1,1,0.6,"P",31,0.101831552806451,0.00119614727997936
0,1,0.6,"Accuracy",32,0.8215,0.00856478562349276
0,1,0.6,"H",32,0.115147987441318,0.00236349178134208
0,1,0.6,"P",32,0.105706480419136,0.00160790548929631
1,1,0.6,"Accuracy",32,0.8075,0.00881820590470016
1,1,0.6,"H",32,0.117057413073425,0.00263699848784332
1,1,0.6,"P",32,0.095850746568553,0.00144266488462729
0,1,0.6,"Accuracy",33,0.81,0.00877430876178423
0,1,0.6,"H",33,0.127955677494659,0.00247391415430605
0,1,0.6,"P",33,0.103108062269033,0.0014523894762639
1,1,0.6,"Accuracy",33,0.824,0.00851752746617635
1,1,0.6,"H",33,0.109716958578219,0.00264350596164228
1,1,0.6,"P",33,0.0970171664320705,0.00101175559059264
0,1,0.6,"Accuracy",34,0.8555,0.00786389187347454
0,1,0.6,"H",34,0.206617960202971,0.00315478938435063
0,1,0.6,"P",34,0.103851102189751,0.00118239540926398
1,1,0.6,"Accuracy",34,0.8455,0.00808378307318963
1,1,0.6,"H",34,0.212569142742286,0.00314553519212792
1,1,0.6,"P",34,0.0903355816237422,0.00121582665712069
0,1,0.6,"Accuracy",35,0.8455,0.00808378307318963
0,1,0.6,"H",35,0.172050459736122,0.00333921694385652
0,1,0.6,"P",35,0.0942007473952869,0.00107826539540724
1,1,0.6,"Accuracy",35,0.8255,0.00848886950381064
1,1,0.6,"H",35,0.177185071808639,0.00329556748913137
1,1,0.6,"P",35,0.093811033061287,0.00105097581982114
0,1,0.6,"Accuracy",36,0.8555,0.00786389187347454
0,1,0.6,"H",36,0.166163265639328,0.00272916953508293
0,1,0.6,"P",36,0.10127062028251,0.00115087049345489
1,1,0.6,"Accuracy",36,0.849,0.0080082186398032
1,1,0.6,"H",36,0.162965628040389,0.00270261774479152
1,1,0.6,"P",36,0.0915839947559042,0.00114538141166402
0,1,0.6,"Accuracy",37,0.8205,0.00858351404476502
0,1,0.6,"H",37,0.114629524090737,0.00261652204940349
0,1,0.6,"P",37,0.120630887984464,0.00132315939950537
1,1,0.6,"Accuracy",37,0.818,0.00862990368537271
1,1,0.6,"H",37,0.12470818864596,0.00249851696545352
1,1,0.6,"P",37,0.103738057370858,0.00145238043548973
0,1,0.6,"Accuracy",38,0.8415,0.00816836802048359
0,1,0.6,"H",38,0.259168918937909,0.00320683857936547
0,1,0.6,"P",38,0.107930049038442,0.00112238917363642
1,1,0.6,"Accuracy",38,0.823,0.00853650607496908
1,1,0.6,"H",38,0.255886880938567,0.00326290845497257
1,1,0.6,"P",38,0.0975255218321446,0.00135148106328526
0,1,0.6,"Accuracy",39,0.8815,0.00722876216936556
0,1,0.6,"H",39,0.136029665076749,0.00289081746568757
0,1,0.6,"P",39,0.0757168216822775,0.00101039571708572
1,1,0.6,"Accuracy",39,0.867,0.00759502088022709
1,1,0.6,"H",39,0.131745875599836,0.00302429939499794
1,1,0.6,"P",39,0.0708949462165771,9.60628069354382e-04
0,1,0.6,"Accuracy",40,0.882,0.00721554100646708
0,1,0.6,"H",40,0.178564933605427,0.00359317526167637
0,1,0.6,"P",40,0.0851348984029102,8.69911631503279e-04
1,1,0.6,"Accuracy",40,0.8815,0.00722876216936556
1,1,0.6,"H",40,0.180912279957939,0.00357995093915254
1,1,0.6,"P",40,0.0740981290769688,8.24624884205409e-04
0,1,0.6,"Accuracy",41,0.8515,0.00795333280778415
0,1,0.6,"H",41,0.105548760064264,0.00241992931922953
0,1,0.6,"P",41,0.0984860715654963,0.00132062367216743
1,1,0.6,"Accuracy",41,0.8295,0.00841131678900887
1,1,0.6,"H",41,0.115538380155811,0.0022885665353676
1,1,0.6,"P",41,0.0948083442761809,0.00119812042191011
0,1,0.6,"Accuracy",42,0.839,0.00822029723570393
0,1,0.6,"H",42,0.139761283992802,0.00260663759898367
0,1,0.6,"P",42,0.0912589757927061,0.00123582093463054
1,1,0.6,"Accuracy",42,0.813,0.00872086731715267
1,1,0.6,"H",42,0.163657282786381,0.00238175699433928
1,1,0.6,"P",42,0.0961362794433741,0.00141243232589014
0,1,0.6,"Accuracy",43,0.823,0.00853650607496908
0,1,0.6,"H",43,0.105641811999756,0.0021680568919699
0,1,0.6,"P",43,0.105841282767963,0.00125568058837625
1,1,0.6,"Accuracy",43,0.8285,0.00843086085209296
1,1,0.6,"H",43,0.113106557692049,0.00207487333461983
1,1,0.6,"P",43,0.0901575785721132,0.00127264670116375
0,1,0.6,"Accuracy",44,0.853,0.00792002925699873
0,1,0.6,"H",44,0.155040428057287,0.00270943154759104
0,1,0.6,"P",44,0.0989545043252237,0.0011086901885772
1,1,0.6,"Accuracy",44,0.8545,0.00788644235295569
1,1,0.6,"H",44,0.144100242279732,0.00280530043237131
1,1,0.6,"P",44,0.0840341951577204,0.00127575870474215
0,1,0.6,"Accuracy",45,0.8065,0.00883560461736927
0,1,0.6,"H",45,0.173447360167855,0.00300916774330041
0,1,0.6,"P",45,0.11428469313548,0.00127339151942135
1,1,0.6,"Accuracy",45,0.8175,0.00863910829287653
1,1,0.6,"H",45,0.174106407625298,0.0028829931204965
1,1,0.6,"P",45,0.0960874326323333,0.00122781662817251
0,1,0.6,"Accuracy",46,0.8665,0.00760708938454467
0,1,0.6,"H",46,0.110878192959639,0.00216683928636836
0,1,0.6,"P",46,0.100605021640873,0.00121212370401765
1,1,0.6,"Accuracy",46,0.8525,0.00793116174739437
1,1,0.6,"H",46,0.124914586159572,0.00254102472056012
1,1,0.6,"P",46,0.0989968264088392,0.00126354661836435
0,1,0.6,"Accuracy",47,0.8345,0.00831200455424893
0,1,0.6,"H",47,0.104182261283978,0.00235596568314645
0,1,0.6,"P",47,0.110597082272574,0.00118255004193199
1,1,0.6,"Accuracy",47,0.826,0.00847926582756357
1,1,0.6,"H",47,0.11084994306085,0.00247184753059826
1,1,0.6,"P",47,0.100127258378413,0.00133087837516013
0,1,0.6,"Accuracy",48,0.8755,0.00738424935719838
0,1,0.6,"H",48,0.155515089345124,0.00284703573106656
0,1,0.6,"P",48,0.0931062348080536,0.00112985931740544
1,1,0.6,"Accuracy",48,0.872,0.00747234353860819
1,1,0.6,"H",48,0.167495022720139,0.00273631072556596
1,1,0.6,"P",48,0.0793938255277385,0.00115225530606367
0,1,0.6,"Accuracy",49,0.825,0.008498447611529
0,1,0.6,"H",49,0.148628413899117,0.00236001077375347
0,1,0.6,"P",49,0.0910067341157109,0.00103260438479298
1,1,0.6,"Accuracy",49,0.7985,0.00897157285874555
1,1,0.6,"H",49,0.147410740858914,0.00230660372399963
1,1,0.6,"P",49,0.0961153584705511,0.00150667711807283
0,1,0.6,"Accuracy",50,0.848,0.00802995891148018
0,1,0.6,"H",50,0.117365344199234,0.00222860692258767
0,1,0.6,"P",50,0.114340080731813,0.00134247176340822
1,1,0.6,"Accuracy",50,0.84,0.00819961077176254
1,1,0.6,"H",50,0.134677032937176,0.00231808643338463
1,1,0.6,"P",50,0.0985084551288878,0.00148810200897508
0,1,0.6,"Accuracy",51,0.8515,0.00795333280778415
0,1,0.6,"H",51,0.166149027535816,0.00277151595751126
0,1,0.6,"P",51,0.0947195162567897,0.00131753482507183
1,1,0.6,"Accuracy",51,0.8155,0.0086756849155774
1,1,0.6,"H",51,0.153900542510033,0.00263943792068339
1,1,0.6,"P",51,0.103902424495717,0.00133460600266339
0,1,0.6,"Accuracy",52,0.813,0.00872086731715267
0,1,0.6,"H",52,0.130469537991337,0.00216781417132721
0,1,0.6,"P",52,0.102109607274425,0.00121454683219375
1,1,0.6,"Accuracy",52,0.8215,0.00856478562349276
1,1,0.6,"H",52,0.116542504733815,0.0021639912537156
1,1,0.6,"P",52,0.0809438509843271,0.00104625832929235
0,1,0.6,"Accuracy",53,0.8065,0.00883560461736927
0,1,0.6,"H",53,0.170093208723742,0.00294178373987448
0,1,0.6,"P",53,0.110795218633366,0.00142285489808399
1,1,0.6,"Accuracy",53,0.7955,0.009021117740205
1,1,0.6,"H",53,0.182632783074389,0.00293509245811536
1,1,0.6,"P",53,0.10176475619343,0.0013673993265373
0,1,0.6,"Accuracy",54,0.8145,0.00869382921002975
0,1,0.6,"H",54,0.18940134198671,0.00300709970692812
0,1,0.6,"P",54,0.111328478605388,0.00131189881934624
1,1,0.6,"Accuracy",54,0.802,0.00891278401283402
1,1,0.6,"H",54,0.195385821128018,0.00324712767030792
1,1,0.6,"P",54,0.105806457936764,0.00128150670144426
0,1,0.6,"Accuracy",55,0.839,0.00822029723570393
0,1,0.6,"H",55,0.122671575512003,0.00227300618891234
0,1,0.6,"P",55,0.107496455483044,0.00130573801056886
1,1,0.6,"Accuracy",55,0.833,0.00834207978549557
1,1,0.6,"H",55,0.122402854201623,0.00234052045391135
1,1,0.6,"P",55,0.0945898968304331,0.00135416924918651
0,1,0.6,"Accuracy",56,0.8215,0.00856478562349276
0,1,0.6,"H",56,0.155955796296272,0.00264618621243142
0,1,0.6,"P",56,0.107271961578126,0.00131250127976858
1,1,0.6,"Accuracy",56,0.813,0.00872086731715267
1,1,0.6,"H",56,0.165369568082239,0.00262083994621813
1,1,0.6,"P",56,0.101896079350965,0.00129981917871246
0,1,0.6,"Accuracy",57,0.8215,0.00856478562349276
0,1,0.6,"H",57,0.134539249040026,0.00247139818025714
0,1,0.6,"P",57,0.100643324024278,0.00132552622188387
1,1,0.6,"Accuracy",57,0.8035,0.00888725867089181
1,1,0.6,"H",57,0.134262800612643,0.00292716098837137
1,1,0.6,"P",57,0.0946413485142634,0.00134155150893894
0,1,0.6,"Accuracy",58,0.8415,0.00816836802048359
0,1,0.6,"H",58,0.13135286339185,0.00258978757990988
0,1,0.6,"P",58,0.0990478979888552,0.00131623197152146
1,1,0.6,"Accuracy",58,0.8465,0.00806234306438543
1,1,0.6,"H",58,0.136821698325282,0.00263422322507187
1,1,0.6,"P",58,0.0825706739443989,0.00125140423299612
0,1,0.6,"Accuracy",59,0.8695,0.00753413940860628
0,1,0.6,"H",59,0.0981103922232528,0.00277486641391385
0,1,0.6,"P",59,0.0963417660613385,0.0012977715642513
1,1,0.6,"Accuracy",59,0.853,0.00792002925699873
1,1,0.6,"H",59,0.116147670077207,0.00299451989147879
1,1,0.6,"P",59,0.0969762809164719,0.00144154882028002
0,1,0.6,"Accuracy",60,0.833,0.00834207978549557
0,1,0.6,"H",60,0.20498768667726,0.00304046846383623
0,1,0.6,"P",60,0.103963346692834,0.00136584043818329
1,1,0.6,"Accuracy",60,0.804,0.00887870574508773
1,1,0.6,"H",60,0.222815299692259,0.00302967148236726
1,1,0.6,"P",60,0.106132654240693,0.00131988263641136
0,1,0.6,"Accuracy",61,0.872,0.00747234353860819
0,1,0.6,"H",61,0.136074236427395,0.00254678276370297
0,1,0.6,"P",61,0.0908043203604179,9.12659457454253e-04
1,1,0.6,"Accuracy",61,0.864,0.00766690228810487
1,1,0.6,"H",61,0.146125358180365,0.00266253225147188
1,1,0.6,"P",61,0.0795678893157352,7.86098932277582e-04
0,1,0.6,"Accuracy",62,0.87,0.00752185410285073
0,1,0.6,"H",62,0.112100039945302,0.00276172251554169
0,1,0.6,"P",62,0.0779891975285767,0.00116318144337096
1,1,0.6,"Accuracy",62,0.8655,0.00763111996996496
1,1,0.6,"H",62,0.139970334425389,0.00290862949269483
1,1,0.6,"P",62,0.074503371941289,0.00126750004595718
0,1,0.6,"Accuracy",63,0.846,0.00807307793184525
0,1,0.6,"H",63,0.114277861111969,0.0018216642071688
0,1,0.6,"P",63,0.0958615503062556,0.00128570182795048
1,1,0.6,"Accuracy",63,0.8365,0.00827152247424989
1,1,0.6,"H",63,0.10617634802784,0.00166094719822917
1,1,0.6,"P",63,0.085908060255253,0.00150747299407911
0,1,0.6,"Accuracy",64,0.8475,0.00804078367455875
0,1,0.6,"H",64,0.0759063814944413,0.00164242771685074
0,1,0.6,"P",64,0.100142581558652,0.00108317924057985
1,1,0.6,"Accuracy",64,0.8355,0.00829181838477321
1,1,0.6,"H",64,0.10077419174288,0.00222822870973195
1,1,0.6,"P",64,0.0873986989644136,0.00104013369389358
0,1,0.6,"Accuracy",65,0.857,0.00782982458785242
0,1,0.6,"H",65,0.188897084972921,0.00240068778549342
0,1,0.6,"P",65,0.107350086066682,0.00124827107372794
1,1,0.6,"Accuracy",65,0.859,0.00778394468746077
1,1,0.6,"H",65,0.177815327020464,0.00260582256727198
1,1,0.6,"P",65,0.090269092031747,0.00129672827617682
0,1,0.6,"Accuracy",66,0.8125,0.00872983275842069
0,1,0.6,"H",66,0.150172975300507,0.00248912454339634
0,1,0.6,"P",66,0.111809546185612,0.00122334196393717
1,1,0.6,"Accuracy",66,0.8075,0.00881820590470016
1,1,0.6,"H",66,0.144189629797227,0.00222637567629052
1,1,0.6,"P",66,0.094578217349826,0.00123157788870552
0,1,0.6,"Accuracy",67,0.8585,0.00779546404198075
0,1,0.6,"H",67,0.147782912043445,0.00279178182179639
0,1,0.6,"P",67,0.0952188992312552,9.92215998465093e-04
1,1,0.6,"Accuracy",67,0.84,0.00819961077176254
1,1,0.6,"H",67,0.14733510249032,0.00276107380775685
1,1,0.6,"P",67,0.0944123790583927,9.39864265174581e-04
0,1,0.6,"Accuracy",68,0.8395,0.00820996813565036
0,1,0.6,"H",68,0.120877995403531,0.00275612851147899
0,1,0.6,"P",68,0.105513390454668,0.00123263735799605
1,1,0.6,"Accuracy",68,0.829,0.0084211019159454
1,1,0.6,"H",68,0.118289908593473,0.00289604869016561
1,1,0.6,"P",68,0.0936426787885861,0.00107513687959847
0,1,0.6,"Accuracy",69,0.862,0.00771412690308751
0,1,0.6,"H",69,0.129677196810335,0.00238833602434428
0,1,0.6,"P",69,0.0857333582348108,0.00114144405822166
1,1,0.6,"Accuracy",69,0.8315,0.00837191253297177
1,1,0.6,"H",69,0.128980588891511,0.00216325061371242
1,1,0.6,"P",69,0.0851625786075463,0.00134611855462054
0,1,0.6,"Accuracy",70,0.86,0.00776080634067935
0,1,0.6,"H",70,0.1420562076793,0.00255031169416837
0,1,0.6,"P",70,0.0953063106392067,0.00135800066913218
1,1,0.6,"Accuracy",70,0.838,0.00824087106912789
1,1,0.6,"H",70,0.149423239274534,0.00256867238029504
1,1,0.6,"P",70,0.0902673671148002,0.00119817782434437
0,1,0.6,"Accuracy",71,0.832,0.00836199506581655
0,1,0.6,"H",71,0.172020605504389,0.00296259661087839
0,1,0.6,"P",71,0.108566205534287,0.00110257855767831
1,1,0.6,"Accuracy",71,0.824,0.00851752746617635
1,1,0.6,"H",71,0.173264043541391,0.002998948049827
1,1,0.6,"P",71,0.110921746381708,0.00115116421443612
0,1,0.6,"Accuracy",72,0.8555,0.00786389187347454
0,1,0.6,"H",72,0.152711784984869,0.00268304797400786
0,1,0.6,"P",72,0.0925436463128035,0.00122022475398228
1,1,0.6,"Accuracy",72,0.824,0.00851752746617635
1,1,0.6,"H",72,0.141803413891926,0.00257967768672476
1,1,0.6,"P",72,0.0968635984759551,0.00111926626824884
0,1,0.6,"Accuracy",73,0.854,0.00789766969385886
0,1,0.6,"H",73,0.189788531342711,0.00252198888828457
0,1,0.6,"P",73,0.0883012896808489,0.00112107524946601
1,1,0.6,"Accuracy",73,0.819,0.00861142138610953
1,1,0.6,"H",73,0.19335308225824,0.00273970832493659
1,1,0.6,"P",73,0.0919285896464227,0.00106061435971178
0,1,0.6,"Accuracy",74,0.821,0.00857416224065445
0,1,0.6,"H",74,0.17281477362494,0.00338931295085852
0,1,0.6,"P",74,0.0977231951508968,0.00136496606367163
1,1,0.6,"Accuracy",74,0.815,0.00868476900132083
1,1,0.6,"H",74,0.168906208822944,0.00323765613985905
1,1,0.6,"P",74,0.0982083821687907,0.00135869111230606
0,1,0.6,"Accuracy",75,0.853,0.00792002925699873
0,1,0.6,"H",75,0.147787009034011,0.00252380572657089
0,1,0.6,"P",75,0.0982507842864421,0.00118735747675874
1,1,0.6,"Accuracy",75,0.8495,0.00799730288451759
1,1,0.6,"H",75,0.131698315595155,0.00252768339385375
1,1,0.6,"P",75,0.0869114141305555,0.00104166966858449
0,1,0.6,"Accuracy",76,0.859,0.00778394468746077
0,1,0.6,"H",76,0.159474005533819,0.00296294319887028
0,1,0.6,"P",76,0.102706631597079,0.00114185787103615
1,1,0.6,"Accuracy",76,0.8445,0.00810510464834849
1,1,0.6,"H",76,0.171751786628451,0.00295724364622042
1,1,0.6,"P",76,0.0920025375088007,0.00111942189518879
0,1,0.6,"Accuracy",77,0.859,0.00778394468746077
0,1,0.6,"H",77,0.142461714885008,0.00290070562802517
